CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Geography_Gujarat,Geography_Karnataka,Geography_Maharashtra,Geography_Tamil Nadu,Gender_Male
787,48,0,0.0,1,0,1,2174743.77,1,False,False,False,False,True
334,30,4,0.0,1,0,1,1193520.36,0,True,False,False,False,True
362,25,5,1045672.29,1,0,1,275856.78,0,False,False,True,False,True
413,45,1,1141766.55,2,1,1,753981.56,0,False,True,False,False,True
672,53,2,534802.52,1,0,1,878457.56,0,False,False,False,True,True
424,37,9,1479444.31,1,0,1,609504.15,0,False,False,False,True,False
447,53,2,884047.71,2,1,1,2423286.07,0,False,False,True,False,False
618,45,1,0.0,1,1,1,1123111.19,0,True,False,False,False,True
417,53,3,0.0,1,1,1,1097805.87,0,False,False,True,False,False
810,29,4,875831.3,2,1,0,2448152.77,1,False,True,False,False,True
542,47,7,1433592.32,2,0,0,1453543.57,0,False,False,True,False,False
843,45,5,0.0,1,1,1,371437.34,0,False,False,False,False,False
396,24,8,18217.34,1,1,1,1208910.52,0,False,True,False,False,True
603,29,2,1005859.64,1,0,0,1698080.74,1,False,False,False,False,False
553,35,9,0.0,1,1,1,1502899.2,0,False,False,True,False,False
675,36,8,0.0,1,1,1,2140804.37,0,False,False,True,False,True
486,36,3,0.0,1,1,0,2413779.85,0,False,False,False,False,False
575,33,7,0.0,1,1,1,316287.93,0,False,False,False,True,True
851,34,9,1314082.74,1,1,0,772244.53,0,True,False,False,False,True
418,42,6,1204038.11,1,0,1,2267289.97,0,False,False,True,False,True
867,41,6,618589.6,2,0,0,2203275.36,0,False,False,False,False,True
463,29,8,1038146.42,1,1,0,217379.19,0,False,False,True,False,True
503,61,9,0.0,1,1,1,1520126.22,1,False,False,True,False,False
645,24,1,1420269.74,1,1,0,921278.99,0,False,False,False,True,True
333,30,4,504427.74,1,0,0,1410867.98,0,False,True,False,False,True
817,55,2,0.0,2,1,1,690347.11,0,False,False,True,False,True
857,29,6,0.0,2,0,0,1817335.03,0,False,False,True,False,False
705,36,2,0.0,1,1,1,948752.05,0,False,False,True,False,False
654,38,4,846334.4,1,1,0,1669652.14,0,False,False,False,True,False
382,30,4,1291351.33,2,1,0,354726.91,0,True,False,False,False,False
450,41,1,0.0,1,1,1,2413907.82,0,False,False,True,False,False
413,35,0,0.0,2,1,0,767783.41,1,False,False,True,False,False
875,35,5,0.0,1,1,1,1125816.98,0,True,False,False,False,False
471,31,0,755788.9,2,1,0,1063747.76,1,True,False,False,False,True
310,60,8,0.0,1,0,1,1562639.21,0,False,False,False,False,True
879,62,9,130476.77,1,0,1,426135.87,0,False,False,True,False,False
616,61,4,0.0,1,1,0,954406.85,0,False,False,True,False,True
887,57,0,37510.42,2,1,1,2223228.26,0,False,True,False,False,True
867,40,7,0.0,2,1,0,1102809.64,0,False,False,False,False,True
362,54,0,920025.8,2,0,0,731244.46,0,False,False,True,False,False
530,42,3,13167.24,1,0,1,2275157.6,0,False,True,False,False,True
309,38,6,1302811.43,2,0,1,1535013.48,1,False,False,True,False,False
798,36,3,1435654.72,1,0,1,1145922.42,0,False,False,False,True,False
812,25,4,619015.62,2,1,1,2356391.12,0,False,False,False,False,False
859,21,6,65810.97,1,1,1,1799841.84,0,False,False,True,False,False
455,39,3,423575.82,2,1,0,1733408.62,0,False,True,False,False,False
471,30,4,0.0,2,1,1,939982.27,1,False,False,False,False,True
536,41,6,68880.42,2,1,0,1478590.96,0,True,False,False,False,True
416,33,0,1281971.57,1,0,0,1269454.93,0,False,True,False,False,True
539,44,2,1205953.0,1,1,0,1106028.35,0,False,False,False,False,False
685,43,0,696752.59,2,0,1,195235.43,0,False,False,False,True,False
869,43,2,1156802.52,4,1,0,862096.51,0,False,False,False,False,False
469,31,1,259235.85,1,0,1,2452251.5,0,True,False,False,False,True
720,22,4,1435157.0,2,1,0,1990354.09,0,False,False,False,False,False
322,26,9,749241.9,3,1,1,1606626.37,0,False,True,False,False,True
595,31,4,0.0,1,1,1,1147088.15,0,False,False,True,False,True
512,35,9,0.0,2,1,1,358441.86,0,False,False,False,False,True
458,29,8,1065793.05,2,1,0,1593932.07,0,False,False,False,True,True
887,32,7,1200558.12,2,1,0,811888.99,0,False,False,False,True,False
520,56,2,1187722.05,1,1,0,1516670.57,0,False,False,True,False,True
533,48,0,0.0,1,0,0,2377013.98,0,False,False,True,False,True
773,43,4,0.0,1,1,1,2003490.31,0,False,False,False,True,False
780,47,2,0.0,2,0,0,2408492.56,0,True,False,False,False,True
679,44,4,814953.42,2,1,0,2123512.07,0,False,False,True,False,True
397,34,8,1063941.93,2,0,0,383283.86,0,False,True,False,False,True
492,55,0,596873.96,1,1,0,404774.96,1,False,False,False,False,True
618,47,0,0.0,2,1,0,1751047.28,0,True,False,False,False,True
737,41,8,0.0,1,1,1,1702811.27,0,False,False,True,False,True
385,33,2,1071718.14,2,0,1,1061351.79,0,False,False,True,False,False
861,28,9,123458.15,2,1,1,304389.35,0,False,False,False,True,True
876,64,4,0.0,2,0,0,1835946.57,0,False,False,True,False,True
343,64,8,1258844.21,2,1,1,423434.63,0,False,True,False,False,False
563,64,4,0.0,1,1,1,1654149.98,1,False,False,False,False,True
548,54,2,804157.77,2,0,1,291587.24,1,False,False,False,False,False
322,62,8,0.0,1,1,1,601981.67,0,False,False,False,False,True
511,43,6,0.0,2,0,1,1471115.76,0,False,True,False,False,True
827,29,6,1119660.23,1,1,0,1565699.03,0,False,False,True,False,False
546,21,7,0.0,2,1,0,1739097.27,0,False,True,False,False,True
808,56,4,0.0,3,1,0,436870.43,1,False,False,False,True,True
537,36,1,0.0,1,0,0,1211460.24,0,False,False,False,True,False
876,45,8,916183.85,2,1,1,490502.26,0,False,False,True,False,True
337,38,2,422266.33,2,1,1,2352315.64,0,False,False,True,False,False
669,54,1,0.0,1,1,1,2115686.22,1,False,False,False,False,False
851,58,9,475686.39,2,0,0,1490259.45,0,False,False,False,False,True
731,23,9,872628.35,1,0,1,1179304.05,0,False,False,False,False,False
568,40,4,1363167.92,2,1,0,933468.63,0,False,False,False,True,True
422,39,7,327186.18,4,1,1,2002911.42,1,False,False,True,False,False
326,33,2,0.0,3,0,0,1362663.1,0,False,False,True,False,False
882,37,5,0.0,1,1,1,208147.67,1,False,False,False,False,False
302,34,8,0.0,1,1,1,1503193.26,0,False,False,False,True,True
616,50,1,13310.47,2,0,0,2168323.72,0,False,False,True,False,False
371,42,7,1418300.7,2,1,1,1587181.09,0,False,True,False,False,True
444,63,9,0.0,2,1,1,343623.93,0,False,False,False,False,True
709,63,6,246224.35,1,1,0,1549829.59,0,True,False,False,False,False
584,49,2,614671.44,2,1,1,1919730.54,1,True,False,False,False,True
371,22,0,446078.71,1,0,1,1893332.61,0,False,False,False,False,False
478,28,5,1472179.21,2,1,1,1436457.58,0,False,False,True,False,True
342,34,1,1239351.66,1,1,0,1926856.91,1,False,False,False,False,False
499,54,2,975239.39,2,1,1,453485.91,0,False,False,True,False,True
708,33,4,44532.65,1,1,1,786739.96,0,False,False,False,True,True
533,30,7,366928.48,1,1,0,706725.01,0,False,False,False,True,True
661,28,1,293830.71,2,0,1,988870.29,0,False,False,False,True,False
801,27,5,0.0,1,0,0,1657175.74,0,False,False,False,True,True
423,33,0,1424258.76,2,1,0,1372450.27,1,False,False,False,False,False
610,46,6,612934.88,2,1,1,1263520.93,0,False,False,True,False,True
472,52,3,0.0,1,1,0,1488075.03,1,False,False,False,True,True
774,39,0,712214.43,2,0,0,1109896.24,0,False,False,False,False,True
513,35,8,997156.33,2,1,1,2418287.09,0,False,False,False,True,True
860,22,8,1412444.56,1,1,1,210952.3,0,False,False,False,False,False
544,57,2,0.0,1,0,1,895617.35,1,False,False,True,False,False
353,39,5,538179.19,1,1,1,2466531.54,0,True,False,False,False,True
401,53,6,711811.21,1,0,1,2323107.66,1,False,False,True,False,True
796,59,3,705760.6,1,1,1,2113218.75,1,True,False,False,False,False
835,53,5,0.0,2,1,1,539683.0,0,True,False,False,False,True
873,21,8,0.0,2,1,1,2051710.14,0,False,False,False,True,True
456,59,9,69210.39,1,1,0,393959.73,1,False,False,False,True,True
307,48,5,0.0,2,1,0,361001.96,0,False,True,False,False,True
758,37,6,1283353.76,2,1,0,367858.34,0,True,False,False,False,True
571,26,5,754419.19,1,1,0,1531204.43,0,False,False,False,False,True
716,64,6,0.0,1,1,0,1780624.42,0,False,True,False,False,False
619,40,0,0.0,2,0,0,774059.3,0,False,True,False,False,True
554,33,5,1338688.7,1,1,1,1694944.11,0,False,False,False,False,True
456,32,8,114384.71,2,0,1,1242918.81,0,False,False,False,False,True
604,50,2,756833.1,1,0,1,2438617.12,0,False,False,False,False,True
408,41,5,499363.46,2,1,1,978380.11,0,False,True,False,False,True
387,22,3,416427.65,2,1,0,1765000.92,0,True,False,False,False,False
304,38,6,262441.44,1,0,0,476756.32,0,False,False,True,False,True
736,48,6,0.0,1,1,1,316288.26,0,True,False,False,False,False
855,24,8,0.0,2,1,0,1632165.48,0,False,False,False,True,True
538,62,3,898429.95,2,1,0,768266.92,0,False,False,False,True,False
434,63,7,0.0,2,0,1,2302597.04,0,False,True,False,False,False
811,26,7,1132004.5,2,1,0,216541.04,0,False,False,False,True,True
881,58,7,534980.37,1,1,1,2364464.04,1,False,False,True,False,False
890,29,7,0.0,1,0,1,227480.49,0,False,False,False,True,True
710,40,5,1227087.89,2,1,1,1682392.82,0,False,False,True,False,False
865,50,7,955696.09,1,0,0,2138169.96,0,True,False,False,False,True
500,57,5,1084975.65,1,0,1,1177491.09,0,True,False,False,False,False
681,58,9,0.0,2,0,0,1711416.8,0,False,False,False,False,False
485,24,1,0.0,3,1,1,861429.66,0,False,False,True,False,False
898,58,2,0.0,1,1,0,1258184.53,1,False,False,False,True,True
601,33,5,0.0,1,1,0,581582.4,0,False,False,False,False,True
602,55,6,331047.96,2,1,0,711129.99,0,True,False,False,False,False
776,50,3,952629.3,1,1,0,2254755.69,0,False,False,True,False,False
614,62,0,687457.14,1,0,0,1827766.62,1,False,False,True,False,False
728,24,3,238859.19,2,0,1,2133595.61,0,True,False,False,False,True
665,45,5,0.0,1,0,1,1125662.31,0,False,False,False,True,False
361,51,7,22151.15,1,1,1,476054.75,0,False,False,False,True,True
424,32,3,1036665.66,1,1,1,2297491.65,0,False,False,False,False,True
669,35,9,1417890.65,1,0,0,2420779.53,0,False,False,False,True,True
567,46,0,0.0,2,1,0,2156585.68,0,False,True,False,False,True
813,30,4,0.0,1,0,1,1486243.14,0,False,True,False,False,False
341,32,6,660144.57,1,1,0,1342556.87,0,False,False,False,True,True
481,42,5,1245102.88,2,1,0,2256071.1,0,False,True,False,False,False
310,60,2,0.0,3,1,1,1135349.89,0,False,False,False,False,False
539,41,6,30447.15,2,0,0,1541819.09,1,False,False,False,False,True
668,55,3,242201.57,2,1,1,1140966.23,1,False,False,False,True,True
889,27,4,667972.85,2,0,0,362206.12,0,False,False,True,False,True
705,38,6,248267.85,1,1,1,2235793.58,0,False,False,False,True,True
512,47,1,684008.07,2,1,0,1855481.39,1,False,False,True,False,False
408,55,3,357436.6,1,1,1,1257115.47,1,False,True,False,False,False
476,22,3,328165.25,2,1,1,556657.31,0,False,False,False,True,True
336,52,5,1379642.16,1,0,0,590583.12,1,False,False,True,False,True
869,35,6,0.0,2,1,0,1720619.12,1,False,False,True,False,True
558,44,3,0.0,1,0,1,2354270.4,0,False,False,True,False,False
460,40,9,601165.88,1,1,1,1174145.89,0,False,True,False,False,True
374,30,0,251843.94,2,1,1,1211864.02,0,False,False,False,True,True
498,44,0,0.0,2,0,0,1770769.24,1,False,False,True,False,True
336,44,4,668117.05,1,0,1,2163718.65,0,False,False,False,True,False
847,44,0,1262899.67,2,0,1,2044720.25,0,False,False,False,False,True
586,60,2,127131.08,1,0,0,1838042.09,0,False,True,False,False,True
723,54,8,578429.33,2,1,1,781099.75,0,True,False,False,False,False
737,61,2,246083.64,2,0,0,578122.9,0,False,False,False,False,False
672,60,2,0.0,2,1,1,196673.34,0,False,True,False,False,False
524,31,8,0.0,3,0,0,2429379.64,0,False,False,True,False,True
876,46,4,0.0,2,1,1,1185851.95,0,False,False,True,False,False
729,21,7,527507.69,1,1,1,641458.57,0,False,False,False,False,False
469,50,9,1261903.64,1,1,1,464025.44,1,False,False,True,False,False
669,63,8,847575.49,1,0,1,526912.37,0,False,True,False,False,False
392,38,5,1064253.6,1,1,1,957535.2,0,False,False,False,False,False
886,46,6,1112737.86,2,0,1,2172001.52,0,False,True,False,False,True
775,29,6,1062355.71,2,0,1,2431085.77,0,False,False,True,False,True
314,29,6,0.0,1,1,1,1356646.1,0,False,False,False,False,False
585,21,3,0.0,2,1,0,918832.22,0,False,False,False,True,True
322,27,1,975104.41,2,0,0,587071.27,0,True,False,False,False,True
802,64,1,1215088.48,2,0,0,846813.59,0,False,False,True,False,True
422,62,6,29470.83,2,1,1,1616158.63,0,True,False,False,False,False
571,36,9,0.0,1,1,0,2372995.45,0,False,True,False,False,True
457,58,6,376319.62,2,0,0,1319397.54,0,False,True,False,False,False
879,31,9,276430.29,2,1,0,504375.02,1,False,True,False,False,False
588,45,6,234058.55,1,1,1,2375145.49,0,False,False,True,False,True
740,49,7,0.0,2,0,1,2413838.52,1,False,False,True,False,True
551,39,2,298056.62,1,1,0,2256774.8,1,False,True,False,False,True
768,38,4,1449954.03,1,0,0,2173250.09,0,False,False,False,False,True
837,49,5,0.0,2,0,0,1983626.91,0,True,False,False,False,True
825,36,7,0.0,2,1,1,472682.09,0,False,False,False,False,True
315,60,7,861723.33,2,0,0,939145.97,1,False,False,True,False,False
592,28,9,0.0,4,1,1,1929630.94,0,False,False,False,True,True
550,54,2,999565.81,1,0,0,2189723.51,0,False,False,False,False,False
460,26,3,0.0,3,0,1,707685.12,0,False,True,False,False,True
557,50,5,656489.87,1,0,1,1620467.31,0,False,False,False,True,False
844,64,3,0.0,1,1,1,316963.13,0,True,False,False,False,True
362,54,9,1035921.15,2,1,1,2165727.7,1,False,False,False,True,False
639,41,3,0.0,1,0,1,986096.8,0,False,False,False,True,False
588,32,4,457770.37,2,1,0,636114.94,0,False,False,False,True,False
377,26,9,1218185.33,2,1,1,2123328.01,0,True,False,False,False,True
735,59,6,1151238.1,1,1,0,575633.01,0,False,False,False,False,False
541,26,1,0.0,1,0,1,1248798.49,0,False,False,True,False,True
755,24,1,0.0,1,0,0,401711.6,0,False,False,False,False,True
502,29,9,0.0,1,1,0,1212386.8,0,False,False,True,False,True
671,25,8,136078.47,1,1,1,2324015.31,0,False,False,False,True,True
530,30,3,1123084.21,2,0,0,1789188.6,0,False,True,False,False,True
786,28,4,0.0,3,1,1,2463712.92,1,False,True,False,False,False
476,43,2,736277.09,1,0,0,1219414.21,0,False,False,True,False,True
602,24,1,0.0,1,0,1,2242971.45,0,False,False,False,True,True
498,57,9,88543.14,1,0,0,2294124.28,0,False,False,False,False,True
511,27,7,1381618.31,1,1,0,389842.75,0,False,False,False,True,False
616,26,3,992986.41,1,1,0,2451355.82,0,False,True,False,False,True
668,62,0,582022.49,1,0,1,2249905.2,0,False,False,False,False,True
816,35,5,1051574.72,2,1,0,1633247.91,0,False,False,True,False,False
458,55,5,390637.3,1,1,1,1424510.66,0,False,False,True,False,True
867,52,1,616855.43,1,1,1,1073614.47,1,False,False,False,True,True
739,34,1,695344.93,2,0,0,1540148.36,0,True,False,False,False,True
695,55,7,51021.66,2,1,1,1888958.95,0,False,True,False,False,False
493,31,6,0.0,1,1,0,1823903.27,0,False,False,True,False,False
837,30,1,0.0,2,1,1,876720.27,0,False,False,False,False,True
367,37,9,1450924.24,2,1,1,1738371.84,0,False,False,False,True,True
841,33,0,973546.91,2,1,0,190795.78,0,False,False,False,True,True
781,54,7,0.0,2,1,1,574027.34,0,False,False,True,False,False
575,25,9,86181.63,1,1,1,532332.99,0,False,False,True,False,False
718,30,1,1441377.42,2,0,0,1899174.59,0,False,False,False,True,True
634,52,4,0.0,2,0,0,2260983.63,1,False,False,False,False,True
569,32,5,0.0,2,1,1,380313.77,0,False,False,False,False,False
610,33,9,0.0,2,1,0,2295448.19,0,False,False,True,False,False
746,41,0,1145109.29,1,0,1,891345.21,0,False,True,False,False,False
741,53,1,976204.16,2,0,0,1624612.08,0,True,False,False,False,False
454,61,9,0.0,2,0,1,560320.97,1,True,False,False,False,False
813,52,3,0.0,2,0,0,1114485.12,0,False,True,False,False,True
768,32,1,1030725.35,1,0,1,1251730.63,0,False,True,False,False,True
377,55,5,0.0,2,0,1,1049010.46,0,False,False,True,False,True
768,56,3,478690.49,2,1,1,2087342.65,0,False,True,False,False,False
578,58,2,0.0,1,0,0,1533913.31,0,False,False,False,False,True
617,48,5,1039297.96,1,1,1,1331034.29,0,False,True,False,False,True
411,33,8,1349733.51,3,1,0,1998807.32,0,False,False,False,False,True
627,32,7,911165.6,2,1,0,1825701.95,0,False,False,True,False,True
358,42,1,0.0,2,1,0,423272.78,1,False,False,True,False,False
524,64,2,0.0,2,0,1,1381398.51,0,False,False,False,False,True
681,22,1,814746.93,1,0,0,2031102.74,0,False,False,True,False,True
634,49,9,1074008.13,2,1,0,1660173.07,0,False,False,True,False,False
604,33,6,0.0,2,0,1,1833774.03,0,True,False,False,False,True
430,55,8,0.0,3,1,1,1510148.6,0,False,False,False,False,False
501,33,0,786675.11,1,1,1,2333058.21,0,False,True,False,False,False
573,54,2,1201055.49,2,1,1,1373569.61,0,True,False,False,False,False
532,39,5,1211940.52,2,1,0,1487875.03,0,True,False,False,False,False
743,29,3,74535.64,1,0,0,2219740.52,0,False,True,False,False,True
522,51,9,0.0,1,1,1,1606233.4,1,False,False,False,True,False
649,53,9,294301.81,2,0,1,1195202.23,0,False,False,False,False,True
528,47,0,0.0,2,1,0,768286.5,0,False,False,False,False,True
311,22,8,717164.3,2,1,0,2419950.61,0,False,False,False,False,True
828,35,6,1103870.11,2,1,1,1968763.73,0,False,False,False,True,True
518,39,6,0.0,2,1,0,372050.17,1,False,False,False,True,False
604,51,0,0.0,2,1,0,470724.72,1,False,False,False,False,True
838,36,8,1292508.75,1,1,0,656431.72,0,False,False,True,False,True
545,63,7,674020.66,1,1,0,729755.45,0,False,True,False,False,True
482,35,9,987681.2,1,1,0,1676585.64,0,False,False,True,False,True
788,26,4,1272263.38,1,1,0,1416541.37,0,False,True,False,False,False
696,34,3,1088731.24,1,1,0,727079.82,0,False,False,False,True,True
814,47,0,159621.58,2,0,0,527069.51,1,False,False,False,True,False
515,58,8,231805.12,2,1,0,1784959.59,0,False,False,False,True,True
523,39,7,127878.03,2,1,1,301962.47,0,True,False,False,False,True
400,57,1,0.0,1,0,1,688644.16,0,False,True,False,False,True
883,63,3,10941.24,1,1,1,866084.7,0,False,False,False,True,False
654,24,3,916445.46,1,1,1,600590.54,0,False,True,False,False,True
829,46,6,44664.57,2,1,1,1511879.94,0,False,False,True,False,True
481,29,2,675921.37,1,1,0,1843721.31,0,False,False,True,False,True
785,61,7,0.0,1,1,1,1125100.31,0,False,False,False,False,False
619,60,6,969962.4,1,1,0,566564.03,0,False,False,False,False,False
336,35,9,362828.85,2,0,0,1111243.94,0,False,True,False,False,True
410,61,3,1302338.27,2,0,1,1260855.56,0,False,False,False,True,True
505,57,8,0.0,1,1,0,2221028.36,0,False,False,True,False,False
811,24,5,1036763.22,1,1,0,1413268.0,1,False,False,True,False,False
660,46,2,522450.28,1,1,0,312784.44,0,True,False,False,False,False
643,38,6,0.0,1,1,0,2449386.28,0,False,False,True,False,False
652,61,5,878117.04,3,1,0,617891.89,1,False,True,False,False,False
840,55,7,1343389.52,1,0,1,1405825.6,0,False,True,False,False,True
672,61,4,1077287.84,1,0,0,971982.4,1,False,True,False,False,False
753,61,5,1049711.68,1,1,1,1799745.12,0,False,False,True,False,False
445,49,0,743393.44,2,1,1,622716.61,0,False,False,True,False,True
863,44,7,0.0,2,0,0,1368868.38,0,False,False,True,False,True
672,24,0,0.0,1,1,0,1372954.52,1,False,True,False,False,False
341,41,2,365495.16,2,1,1,1690441.31,0,False,True,False,False,True
607,59,1,713762.74,1,0,1,1530328.79,0,False,False,True,False,False
719,27,5,293354.85,2,1,1,472157.36,0,False,True,False,False,True
522,43,7,1221869.16,1,1,1,1790651.4,0,False,False,False,True,True
507,60,7,0.0,1,1,1,1254287.9,0,False,False,True,False,True
426,41,6,986270.1,2,1,1,614977.37,0,False,True,False,False,True
301,21,6,0.0,2,0,0,1108254.62,0,False,False,False,True,True
862,61,7,0.0,2,1,1,1036857.65,1,False,False,False,False,True
659,45,4,87151.52,2,0,0,1208743.68,0,False,False,False,False,False
316,51,2,1335234.2,1,0,0,2255584.47,1,False,True,False,False,False
481,64,1,381869.28,1,1,1,2202036.64,0,True,False,False,False,True
683,58,2,981497.91,2,0,0,235802.81,0,False,False,False,True,True
526,25,2,957210.71,1,1,0,1370313.19,0,False,True,False,False,True
408,51,6,0.0,2,1,1,350206.34,0,False,False,False,True,True
886,21,0,607239.97,1,1,1,264336.06,0,False,False,False,False,True
889,50,6,796146.15,1,1,1,670059.99,0,False,True,False,False,True
449,38,5,581084.83,2,0,1,2420173.89,0,False,True,False,False,True
727,28,9,984908.24,1,0,1,2339638.67,0,False,False,True,False,True
663,46,1,469428.15,1,1,1,1834768.03,0,False,False,False,True,True
453,60,9,962081.53,2,1,1,896092.71,0,False,True,False,False,False
309,35,0,1131203.23,1,1,0,670428.62,0,False,False,False,False,True
301,39,8,0.0,2,0,1,577551.07,0,True,False,False,False,False
840,30,1,0.0,1,1,1,229665.97,0,False,False,True,False,False
770,44,3,57370.83,2,0,0,1201637.02,0,False,False,False,False,False
680,36,8,140938.46,1,1,0,1586545.63,0,False,False,True,False,False
388,63,8,76541.88,1,0,0,1558694.71,0,False,False,False,True,True
809,51,0,0.0,2,0,1,1807604.64,0,False,False,False,True,True
890,64,1,1469919.6,2,0,1,1364715.95,0,False,False,False,False,True
850,36,1,919277.94,1,1,0,1418160.22,0,False,False,False,True,False
853,36,1,512396.18,1,1,1,2405779.07,0,False,False,False,False,False
534,48,7,1159677.47,3,0,0,1489724.06,1,False,False,False,True,False
513,40,7,764587.61,1,0,0,2207389.4,0,False,True,False,False,True
638,55,9,212067.37,1,1,0,468879.5,1,False,False,False,False,False
897,29,7,0.0,1,1,0,2097025.83,0,True,False,False,False,True
514,60,3,193361.56,2,0,0,1777254.71,0,False,False,False,False,True
808,30,7,1464913.7,1,1,0,193419.34,0,False,False,True,False,False
722,38,6,546132.84,1,1,0,668367.34,0,False,True,False,False,True
754,35,7,1091862.31,1,1,1,679465.31,0,True,False,False,False,False
745,50,0,1439251.83,2,0,1,1101765.05,0,False,False,False,False,True
552,52,2,0.0,1,1,1,1088549.94,0,False,False,True,False,False
458,60,9,1463855.27,2,0,0,990257.58,0,False,False,False,False,True
434,47,5,272991.27,1,1,0,1188149.25,0,False,True,False,False,False
426,47,0,0.0,1,1,0,2098757.14,0,False,False,True,False,False
584,39,3,0.0,2,1,1,297194.98,0,False,False,False,True,False
350,30,8,0.0,2,0,0,2145898.09,1,True,False,False,False,True
539,64,6,760669.64,1,1,1,2311007.67,0,False,True,False,False,False
378,26,0,0.0,2,1,1,566314.93,0,False,False,False,False,True
478,44,5,0.0,2,0,0,1029485.41,0,False,False,False,False,True
313,29,5,847178.88,2,1,0,1690633.01,0,False,False,True,False,True
393,47,1,0.0,1,0,1,2450284.11,1,True,False,False,False,False
322,27,5,142223.97,1,0,0,2189515.39,0,False,False,False,False,True
379,26,9,0.0,1,0,0,1898955.36,0,False,False,False,False,False
643,53,1,1119545.7,1,1,0,2359338.88,1,False,False,False,True,False
854,41,7,0.0,2,0,1,2459139.13,1,False,False,False,False,True
867,58,6,809490.42,3,1,0,2263660.14,0,False,True,False,False,False
704,64,5,384189.28,2,1,0,612300.15,0,False,False,True,False,True
406,37,9,585084.55,1,1,0,1836185.97,0,False,False,False,True,False
759,51,5,0.0,2,1,1,1106298.78,0,True,False,False,False,True
664,57,8,1139176.19,2,0,1,2076283.08,0,False,True,False,False,True
723,31,8,94347.15,1,0,1,308821.06,0,True,False,False,False,True
393,48,9,0.0,1,0,0,2103370.27,0,False,False,True,False,True
401,25,9,111448.22,2,1,1,863134.38,0,False,True,False,False,True
833,32,1,0.0,2,1,0,1968020.26,0,False,True,False,False,True
685,23,2,963089.77,1,0,0,570250.45,0,False,True,False,False,True
514,61,9,722615.64,1,1,1,293213.0,0,False,False,False,False,True
769,58,6,0.0,2,1,0,1688097.44,1,False,False,False,False,True
489,22,9,794621.0,2,1,0,1210373.95,0,False,False,True,False,False
841,46,8,0.0,2,0,1,2144582.17,0,False,False,False,False,True
454,22,5,634376.46,2,0,1,2297885.03,0,False,False,True,False,False
758,32,0,0.0,1,1,0,1122233.94,0,False,False,False,True,False
336,60,6,1437652.89,1,1,1,1610945.52,0,False,False,True,False,False
625,22,0,0.0,2,1,1,828667.31,0,False,False,True,False,False
827,61,4,1455491.49,2,1,0,781283.44,0,False,True,False,False,True
423,36,8,24085.77,2,0,0,2173040.0,1,False,True,False,False,False
319,50,9,781992.43,2,0,1,517465.26,0,True,False,False,False,True
528,56,9,0.0,2,1,0,1212646.57,0,False,True,False,False,False
678,24,8,420675.7,2,1,0,1233420.7,0,False,False,False,False,False
629,31,0,532294.64,1,1,0,1535848.61,0,False,False,False,True,True
708,44,5,925561.53,2,1,1,1644375.08,0,False,True,False,False,False
614,38,2,620388.0,1,1,1,1183511.54,0,False,False,True,False,True
517,47,8,0.0,1,1,0,1204791.38,1,False,True,False,False,True
763,57,2,0.0,1,1,1,1622123.88,0,True,False,False,False,True
693,22,1,1423667.85,2,0,1,1809398.34,0,False,False,False,False,False
444,35,7,1469216.32,2,1,1,2020952.92,0,False,False,False,False,False
877,31,2,1233114.03,1,1,1,1766693.52,0,False,False,True,False,False
328,47,4,0.0,2,1,1,197482.12,0,False,False,True,False,True
537,43,5,305595.74,3,1,0,716355.37,0,False,False,False,False,True
585,55,9,21273.51,2,0,0,493164.38,0,False,True,False,False,False
488,50,9,1202752.79,2,0,1,2063112.04,0,False,False,True,False,True
503,44,0,258660.98,1,0,0,1295818.99,0,True,False,False,False,False
461,39,6,0.0,1,1,1,1069370.34,0,False,False,False,True,True
633,49,6,680122.43,1,0,1,1919878.99,0,False,True,False,False,True
451,33,4,0.0,3,1,1,357428.9,0,False,False,False,True,True
550,43,8,966680.29,2,0,0,1812659.24,0,False,False,True,False,False
893,32,1,170084.83,2,1,0,1391983.85,0,False,True,False,False,True
836,61,4,0.0,1,1,0,1160593.73,1,False,True,False,False,True
644,49,1,1024758.72,2,0,0,1711486.53,0,False,False,False,True,True
404,26,1,0.0,2,0,1,228783.65,0,False,False,False,True,True
580,43,8,1317382.47,2,1,1,418157.9,0,False,False,False,False,True
457,51,6,0.0,2,1,1,1103022.71,0,True,False,False,False,True
531,41,3,486628.35,1,1,0,395964.57,0,False,False,True,False,False
722,44,7,985866.11,1,1,1,1300137.4,0,True,False,False,False,True
504,28,3,1403982.09,1,1,1,1560831.45,0,True,False,False,False,False
827,64,0,1455655.69,1,1,0,1675376.37,0,False,False,True,False,False
475,29,9,0.0,1,1,1,729221.96,0,False,False,False,True,True
451,42,2,1155046.59,1,1,0,1952975.32,1,False,False,True,False,True
429,24,9,819325.04,1,0,0,391456.12,0,False,False,False,False,False
776,33,0,0.0,2,0,0,2334654.87,0,False,True,False,False,True
338,54,1,0.0,2,0,1,496297.18,0,False,True,False,False,True
658,23,1,0.0,1,0,0,1187308.65,0,True,False,False,False,True
508,57,6,0.0,1,1,1,269350.18,0,False,False,False,True,False
742,48,3,0.0,2,1,0,1302804.49,0,False,True,False,False,False
823,46,9,0.0,1,1,0,2329620.86,0,False,False,False,True,False
